sequence_name	Centre	Cluster
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978.5	8
AT5G14200	978	8
AT5G14200	978	8
AT5G14200	978	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977.5	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	977	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G14200	976.5	8
AT5G23010	668.5	8
AT5G23010	668	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667.5	8
AT5G23010	667	8
AT5G23010	666.5	8
AT5G23010	666.5	8
AT5G23010	649	18
AT5G23010	649	18
AT5G23010	649	18
AT5G23010	648.5	18
AT5G23010	648	18
AT5G23010	647.5	18
AT5G23010	647.5	18
AT5G23010	647.5	18
AT5G23010	647	18
AT5G23010	646.5	18
AT5G23010	646.5	18
AT5G23010	455.5	8
AT5G23010	455	8
AT5G23010	82	18
AT5G23010	27.5	8
AT5G23010	27.5	8
AT5G23010	27.5	8
AT5G23010	26.5	8
AT5G23010	26.5	8
AT5G23010	26.5	8
AT5G23010	26.5	8
AT5G23020	117	8
AT5G28030	1121	18
AT5G28030	1121	18
AT5G28030	1119.5	18
AT5G28030	1001	18
AT5G28030	98	18
AT5G28030	98	18
AT5G28030	96.5	18
AT5G28030	96	18
AT5G28030	95.5	18
AT5G28030	95.5	18
AT5G28030	77.5	8
AT5G28030	76.5	8
AT5G37210	1264.5	8
AT5G37210	1264.5	8
AT5G37210	1264.5	8
AT5G37210	1264.5	8
AT5G37210	1263.5	8
AT5G37210	1230.5	18
AT5G37210	800.5	18
AT5G37210	261.5	8
AT5G37210	261.5	8
AT5G37210	261.5	8
AT5G37210	261.5	8
AT5G37210	261.5	8
AT5G37210	261	8
AT5G37210	261	8
AT5G37210	261	8
AT5G37210	261	8
AT5G37210	261	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260.5	8
AT5G37210	260	8
AT5G37210	260	8
AT5G37210	260	8
AT5G37210	260	8
AT5G37210	260	8
AT5G37210	259.5	8
AT5G37210	259.5	8
AT5G37210	259.5	8
AT5G37210	259.5	8
AT5G37210	259.5	8
AT5G41380	1486.5	18
AT5G41380	1118.5	8
AT5G41380	1118.5	8
AT5G41380	996	18
AT5G41380	738.5	8
AT5G41380	738.5	8
AT5G41380	738.5	8
AT5G41380	738	8
AT5G41380	738	8
AT5G41380	738	8
AT5G41380	738	8
AT5G41380	738	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737.5	8
AT5G41380	737	8
AT5G41380	737	8
AT5G41380	737	8
AT5G41380	737	8
AT5G41380	736.5	8
AT5G41380	644	18
AT5G41380	642.5	18
AT5G41380	417	18
AT5G43570	1450	8
AT5G43570	1370.5	18
AT5G43570	1319.5	18
AT5G43570	1318.5	18
AT5G43570	1318.5	18
AT5G43570	1276.5	8
AT5G43570	1276.5	8
AT5G43570	1275.5	8
AT5G43570	1186.5	18
AT5G43570	1171	18
AT5G43570	565	18
AT5G43570	310.5	18
AT5G43570	310	18
AT5G43570	309.5	18
AT5G43570	105.5	18
AT5G43570	105	18
AT5G43570	104.5	18
AT5G46295	1387	8
AT5G46295	1387	8
AT5G46295	314	18
AT5G46295	12	18
AT5G46500	1307	18
AT5G46500	846	18
AT5G46500	845.5	18
AT5G46500	844.5	18
AT5G46500	844	18
AT5G46500	200	18
AT5G48410	1306	18
AT5G48410	1237	18
AT5G48410	1236.5	18
AT5G48410	1236.5	18
AT5G48410	1236	18
AT5G48410	1235.5	18
AT5G48410	1063.5	8
AT5G48410	834	8
AT5G48410	834	8
AT5G48410	834	8
AT5G48410	808.5	18
AT5G48410	807.5	18
AT5G48410	64	18
AT5G59590	1467.5	8
AT5G59590	1467.5	8
AT5G59590	1467.5	8
AT5G59590	1467.5	8
AT5G59590	1467	8
AT5G59590	1467	8
AT5G59590	1467	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466.5	8
AT5G59590	1466	8
AT5G59590	1466	8
AT5G59590	1466	8
AT5G59590	1466	8
AT5G59590	1465.5	8
AT5G59590	1465.5	8
AT5G59590	1465.5	8
AT5G59590	1364	18
AT5G59590	1316.5	8
AT5G59590	1316.5	8
AT5G59590	1316	8
AT5G59590	1316	8
AT5G59590	1316	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315.5	8
AT5G59590	1315	8
AT5G59590	1315	8
AT5G59590	1315	8
AT5G59590	1315	8
AT5G59590	1314.5	8
AT5G59590	1314.5	8
AT5G59590	1314.5	8
AT5G59590	1314.5	8
AT5G59590	1314.5	8
AT5G59590	931	18
AT5G59590	906.5	8
AT5G59590	906.5	8
AT5G59590	906.5	8
AT5G59590	905.5	8
AT5G59590	905.5	8
AT5G59590	905.5	8
AT5G59590	904.5	8
AT5G59590	747.5	18
AT5G59590	746.5	18
AT5G59590	746.5	18
AT5G59590	745	18
AT5G59590	745	18
AT5G59590	433	8
AT5G59590	378	8
AT5G59590	131	8
AT5G59590	131	8
AT5G59590	131	8
